symbol,name
TVSSCS,TVS Supply Chain Solutions Limited
TVSSRICHAK,TVS Srichakra Limited
TVTODAY,T.V. Today Network Limited
TVVISION,TV Vision Limited
UBL,United Breweries Limited
UCAL,UCAL Limited
UCOBANK,UCO Bank
UDS,Updater Services Limited
UFBL,UNITED FOODBRANDS LIMITED
UFLEX,Uflex Limited
UFO,UFO Moviez India Limited
UGARSUGAR,The Ugar Sugar Works Limited
UGROCAP,UGRO Capital Limited
UJJIVANSFB,Ujjivan Small Finance Bank Limited
ULTRACEMCO,UltraTech Cement Limited
UMAEXPORTS,Uma Exports Limited
UMESLTD,Usha Martin Education & Solutions Limited
UMIYA-MRO,Umiya Buildcon Limited
UNICHEMLAB,Unichem Laboratories Limited
UNIDT,United Drilling Tools Limited
UNIECOM,UNICOMMERCE ESOLUTIONS L
UNIENTER,Uniphos Enterprises Limited
UNIINFO,Uniinfo Telecom Services Limited
UNIMECH,UNIMECH AEROSPACE N MFG L
UNIONBANK,Union Bank of India
UNIPARTS,Uniparts India Limited
UNITDSPR,UNITED SPIRITS LIMITED
UNITECH,Unitech Limited
UNITEDPOLY,United Polyfab Gujarat Limited
UNITEDTEA,The United Nilgiri Tea Estates Company Limited
UNIVASTU,Univastu India Limited
UNIVCABLES,Universal Cables Limited
UNIVPHOTO,Universus Photo Imagings Limited
UNOMINDA,Uno Minda Limited
UPL,UPL Limited
URAVIDEF,Uravi Defence and Technology Limited
URBANCO,Urban Company Limited
URJA,Urja Global Limited
USHAMART,Usha Martin Limited
USK,Udayshivakumar Infra Limited
UTIAMC,UTI Asset Management Company Limited
UTKARSHBNK,Utkarsh Small Finance Bank Limited
UTLSOLAR,FUJIYAMA POWER SYSTEMS L
UTTAMSUGAR,Uttam Sugar Mills Limited
UYFINCORP,U. Y. Fincorp Limited
V2RETAIL,V2 Retail Limited
VADILALIND,Vadilal Industries Limited
VAIBHAVGBL,Vaibhav Global Limited
VAISHALI,Vaishali Pharma Limited
VAKRANGEE,Vakrangee Limited
VALIANTLAB,Valiant Laboratories Limited
VALIANTORG,Valiant Organics Limited
VARDHACRLC,Vardhman Acrylics Limited
VARDMNPOLY,Vardhman Polytex Limited
VARROC,Varroc Engineering Limited
VASCONEQ,Vascon Engineers Limited
VASWANI,Vaswani Industries Limited
VBL,Varun Beverages Limited
VCL,Vaxtex Cotfab Limited
VEDL,Vedanta Limited
VEEDOL,Veedol Corporation Limited
VENKEYS,Venky's (India) Limited
VENTIVE,VENTIVE HOSPITALITY LTD
VENUSPIPES,Venus Pipes and Tubes Limited
VENUSREM,Venus Remedies Limited
VERANDA,Veranda Learning Solutions Limited
VERTOZ,Vertoz Limited
VESUVIUS,Vesuvius India Limited
VETO,Veto Switchgears and Cables Limited
VGL,VARVEE GLOBAL LIMITED
VGUARD,V-Guard Industries Limited
VHL,Vardhman Holdings Limited
VHLTD,Viceroy Hotels Limited
VIDHIING,Vidhi Specialty Food Ingredients Limited
VIDYAWIRES,VIDYA WIRES LIMITED
VIJAYA,Vijaya Diagnostic Centre Limited
VIJIFIN,Viji Finance Limited
VIKASECO,Vikas Ecotech Limited
VIKASLIFE,Vikas Lifecare Limited
VIKRAMSOLR,VIKRAM SOLAR LIMITED
VIKRAN,VIKRAN ENGINEERING LTD
VIMTALABS,Vimta Labs Limited
VINATIORGA,Vinati Organics Limited
VINCOFE,Vintage Coffee and Beverages Limited
VINDHYATEL,Vindhya Telelinks Limited
VINEETLAB,Vineet Laboratories Limited
VINNY,Vinny Overseas Limited
VINYLINDIA,Vinyl Chemicals (India) Limited
VIPCLOTHNG,VIP Clothing Limited
VIPIND,V.I.P. Industries Limited
VIPULLTD,Vipul Limited
VIRINCHI,Virinchi Limited
VISAKAIND,Visaka Industries Limited
VISASTEEL,VISA Steel Limited
VISHNU,Vishnu Chemicals Limited
VISHWARAJ,Vishwaraj Sugar Industries Limited
VIVIDHA,Visagar Polytex Limited
VIVIMEDLAB,Vivimed Labs Limited
VLEGOV,VL E-Governance & IT Solutions Limited
VLSFINANCE,VLS Finance Limited
VMART,V-Mart Retail Limited
VMM,VISHAL MEGA MART LIMITED
VMSTMT,VMS TMT LIMITED
VOLTAMP,Voltamp Transformers Limited
VOLTAS,Voltas Limited
VPRPL,Vishnu Prakash R Punglia Limited
VRAJ,VRAJ IRON AND STEEL LTD
VRLLOG,VRL Logistics Limited
VSSL,Vardhman Special Steels Limited
VSTIND,VST Industries Limited
VSTL,Vibhor Steel Tubes Limited
VSTTILLERS,V.S.T. Tillers Tractors Limited
VTL,Vardhman Textiles Limited
WAAREEENER,WAAREE ENERGIES LIMITED
WAAREEINDO,Indosolar Limited
WAAREERTL,Waaree Renewable Technologies Limited
WABAG,VA Tech Wabag Limited
WAKEFIT,WAKEFIT INNOVATIONS LTD
WALCHANNAG,Walchandnagar Industries Limited
WANBURY,Wanbury Limited
WCIL,WESTERN CARRIERS (IND) L
WEALTH,Wealth First Portfolio Managers Limited
WEBELSOLAR,Websol Energy System Limited
WEIZMANIND,Weizmann Limited
WEL,Wonder Electricals Limited
WELCORP,Welspun Corp Limited
WELENT,Welspun Enterprises Limited
WELINV,Welspun Investments and Commercials Limited
WELSPUNLIV,Welspun Living Limited
WENDT,Wendt (India) Limited
WESTLIFE,Westlife Foodworld Limited
WEWIN,We Win Limited
WEWORK,WEWORK INDIA MANAGEMENT L
WHEELS,Wheels India Limited
WHIRLPOOL,Whirlpool of India Limited
WILLAMAGOR,Williamson Magor & Co. Limited
WINDLAS,Windlas Biotech Limited
WINDMACHIN,Windsor Machines Limited
WINSOME,Winsome Yarns Limited
WIPL,The Western India Plywoods Limited
WIPRO,Wipro Limited
WOCKPHARMA,Wockhardt Limited
WONDERLA,Wonderla Holidays Limited
WORTHPERI,Worth Peripherals Limited
WSI,W.S. Industries (India) Limited
WSTCSTPAPR,West Coast Paper Mills Limited
XCHANGING,Xchanging Solutions Limited
XELPMOC,Xelpmoc Design and Tech Limited
XPROINDIA,Xpro India Limited
XTGLOBAL,XTGlobal Infotech Limited
YASHO,Yasho Industries Limited
YATHARTH,Yatharth Hospital & Trauma Care Services Limited
YATRA,Yatra Online Limited
YESBANK,Yes Bank Limited
YUKEN,Yuken India Limited
ZAGGLE,Zaggle Prepaid Ocean Services Limited
ZEEL,Zee Entertainment Enterprises Limited
ZEELEARN,Zee Learn Limited
ZEEMEDIA,Zee Media Corporation Limited
ZENITHEXPO,Zenith Exports Limited
ZENITHSTL,Zenith Steel Pipes & Industries Limited
ZENSARTECH,Zensar Technologies Limited
ZENTEC,Zen Technologies Limited
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited
ZIMLAB,ZIM Laboratories Limited
ZODIAC,Zodiac Energy Limited
ZODIACLOTH,Zodiac Clothing Company Limited
ZOTA,Zota Health Care Limited
ZUARI,Zuari Agro Chemicals Limited
ZUARIIND,Zuari Industries Limited
ZYDUSLIFE,Zydus Lifesciences Limited
ZYDUSWELL,Zydus Wellness Limited
